status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Iasi,Nov-19,,,,,,1,1,no,1,"  Luton to Iasi. Unhelpful, confusing and rude staff After checking in online I closed by mistake the window where I could download or print the boarding pass and when I opened it again it was gone so I couldn't print it out myself. I tried to print it at the airport, the staff said they would print it for me at the check in but when I got there they said I missed my flight after 30 min of waiting in line. Staff tell me I can book another flight for 77 pounds more. I ask them about the travel insurance I paid for and they tell me it's a third party company. I call Wizz Air by their contact number and they give me the wrong number twice, good thing the insurance company sent me an email so I can speak with them.",negative,-0.741975,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,London Luton to Warsaw ,Oct-19,2,3,,,,1,1,no,2, Almost always late. I haven't used them in many years after my previous terrible experience with delays but was kind forced to do it again. It was manageable but as usual lots of hidden fees in a ticket purchase (admin fee for each flight for example despite purchasing it at once). But final straw was that I got charged 35 pounds for not doing check in online despite no reminders about having to do so. Turns out it's hidden deep between lots of writing. I complained about it. It took them 5 weeks (!) to answer to my email and literally just quote that bit to me. Absolute shambles and zero respect for the customer. Avoid Wizz Air like the plague.,negative,-0.71955,0,16,7.923457,5.642262
,,Solo Leisure,Economy Class,Brussels to Budapest,Sep-19,1,3,1,1,1,1,1,no,1,"Brussels to BudapestBrussels to Budapest. For sure my last trip with Wizz Air. An all over ""no good"" experience. Its a shame that they can continue with treating people like this. In the early years it was really ok but the ""shareholder"" pressure is apparently too high to show some more respect for the customers. Pity. I wish them the worst. Cabin staff were ok! I have to say that. Maybe they should leave the company before it is to late.",negative,-0.592819,0,16,7.923457,5.642262
Not Verified ,,Family Leisure,Economy Class,St Petersburg to Luton,Nov-19,1,1,,,,1,1,no,1," St Petersburg to Luton. The worst airline company ever. They are tricking you with cheap tickets to charge you later for everything. We had to pay 90€ for check-in after I did it online, and the ""best ever system"" give me the pass boards for the 2 days ago fly, how come that is possible, to do the check-in for the previous flight? Very rude staff and flight delayed. Never recommend it",negative,-0.713846,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Rome,Nov-19,2,2,1,,,1,1,no,2,"  Budapest to Rome. Terrible experience. They charged me 35 euros to check in, even after I paid for a mobile boarding pass and my friend paid extra for priority.  They didn’t waive the 35 euro fee.  This is quite possibly the worst airline I’ve ever flown.  They also made us walk 5 minutes in the rain to get to our plane. They just are awful.",negative,-0.866514,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Berlin to Budapest,Nov-19,1,1,,,,1,1,no,1,"  Berlin to Budapest. It was the worst trip we ever had. Flights were late, service very bad, the space between the seats is even for a budget-airline to small, online-check-in doesn't work and for the counter-check-in we had to pay EUR 71,39 extra! Never Wizz air again.",negative,-0.937371,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Gatwick ,Nov-19,1,1,1,1,1,1,1,no,1,"  Budapest to Gatwick. Absolutely rubbish airline. Very unclear luggage allowance, we were told no wheel bags allowed and everyone who had one was charged £24, even if within the regulation sizes. I read the confirmation with luggage sizes and thought I had adhered to them. Steer clear, sat on the tarmac for nearly 2 hours waiting for people to pay the additional charges for their luggage. Very annoying and overall bad service. Rude staff and awful service.",negative,-0.937729,0,16,7.923457,5.642262
Not Verified ,,Solo Leisure,Economy Class,Belgrade to Paris,Nov-19,1,1,,,,1,1,no,1,"  Belgrade to Paris. Horrible booking process, filled with traps designed to get the customer to sign up for unnecessary services. Check in process designed to trap the customer into paying high airport checkin charges. Dont use this scam of an airline.",negative,-0.897268,0,16,7.923457,5.642262
Not Verified ,,Business,Economy Class,Tel Aviv to Luton,Nov-19,1,1,1,,,3,3,no,2," Tel Aviv to Luton. Flight over was OK but coming back only one trolley service on a five and a half hour flight, only 5 sandwiches for nearly 200 passengers and no toilet paper in the rear toilet. Not good enough and will not fly with them again. It was the Sabbath when we left Tel Aviv so not much open in the terminal, airline must have known this so why didn't they ensure sufficient food on board. Went 8 hours with crisps and a chocolate bar including the time at the terminal.",negative,-0.884476,0,16,7.923457,5.642262
✅ Trip Verified ,A320,Family Leisure,Economy Class,Turku to Skopje,Oct-19,3,4,,,,3,4,yes,8,"  Turku to Skopje. We were traveling as a family with teenage children. I must say that everything went as it was meant to be. Flight on time, FA professional and helpful. Clean airplane. Only that was negative was that only three of us could sit together, but we didn't pay extra to be able choose seats. Check-in/Baggage drop in Turku was a bit slow. Mainly due to the fact that there were only two check-in-desks (and one of them for ""Priority"" customers). What surprised me was that many passengers hadn´t checked in online. These needed of course to pay extra for check-in, and each and everyone of these passengers made ""us others"" wait longer. Must say that we, as inexperienced travelers (only 1-2-return trips/year) have not had any problems with any ""low-cost-airlines"". But we try to be careful doing our homework so no unpleasant surprises will occur.",negative,-0.347778,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Prishtina,Oct-19,4,4,3,,,5,5,yes,10,"  Luton to Prishtina. I’ve flown Wizz Air many times and will continue to do so. As their prices are so good. But normally you do find they are delayed and it’s a rushed process. However this time, as we flew out at 5.55am the plane was already here meaning boarding was smooth, quick and efficient. By being on the first flights out also meant there was no traffic on the running. Meaning we landed 45 mins early in Prishtina. Definitely the best flight I’ve ever had with Wizz.",positive,0.37514,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Oslo to Luton,Oct-19,2,1,1,,,1,1,no,1,"  
Oslo to Luton. They made me pay for hand language. Very noisy plane. This is the First and last time I will travel using Wizz air.",positive,0.346889,0,16,7.923457,5.642262
Not Verified ,,Family Leisure,Economy Class,Lisbon to Luton,Oct-19,1,1,,,,1,1,no,1,"  Lisbon to Luton. Bought 2 priority tickets online. But still they make us pay in the airport. Staff very rude, very bad service, what they say in the site is not true. They charge money for no reason. Very bad flight and service.",negative,-0.921586,0,16,7.923457,5.642262
✅ Trip Verified ,,Business,Economy Class,Sofia to Eindhoven,Oct-19,1,1,1,1,1,1,1,no,1,"  I bought 4 tickets from Eindhoven to Sofia return. I traveled with my daughter and I paid full amount ticket and paid extra cost 2 seaters, Wizz priority and I paid also extra Wizz club because mentioned in the website if I bought then give me special price every time I fly with Wizz Air. I brought 1 cabin baggage and 1 small school bag which inside there were kid lunch box and child cloth. The incident began while I arrived at Eindhoven Airport where staff said that I should pay extra cost for the baggage, I asked her why because I paid 2 full amount ticket, I paid for 2 seaters, I paid for priority passenger and even I paid extra for Wizz Club Card. I argued with her but she denied me to board if I did not pay 25 euro extra. I did not have any option beside to paid 25 euro extra otherwise again they wont let me on the board.  While I fly back on 10 October 2019 from Sofia to Eindhoven I did not have some problem even I brought exactly same back as I left before from Eindhoven. After arrived In Nederland, I submitted complain via Wizz Air Website,I took so long to got reaction of my complain as they said must investigate the case.  After took so long, they said that I broke the rule term and baggage condition that why extra fee applied but how come I broke the rule?  ",negative,-0.709204,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Vienna to Malta,Oct-19,1,1,1,1,1,1,1,no,1," Vienna to Malta. So, if you want to use the basic fare, you can't take a trolley, even if it was in the size limits (but not always). They just don't care. When I complained to them they tried to blame the airport - no the airport was ok, they were the one that decided that I baggage with wheels is different than a backpack with the same size, or even a bigger one. Hope they are happy with the 45 euro they stole from me. I will avoid flying with them at all costs.",negative,-0.722772,0,16,7.923457,5.642262
